T     E/N       E-var/TT       M/N       M-var/T       Mabs/N       
      1.0000000     -1.9971559    0.023898868     0.99927458   0.0017017209     0.99927458
      1.0000000     -1.9971561    0.023896352     0.99927463   0.0017013057     0.99927463
      1.0000000     -1.9971553    0.023903713     0.99927441   0.0017016402     0.99927441
      1.0000000     -1.9971555    0.023898985     0.99927448   0.0017009502     0.99927448
      1.0000000     -1.9971557    0.023898058     0.99927454   0.0017005542     0.99927454
      1.0000000     -1.9971557    0.023896690     0.99927453   0.0017000553     0.99927453
      1.0000000     -1.9971560    0.023893892     0.99927462   0.0016995034     0.99927462
      1.0000000     -1.9971558    0.023895649     0.99927456   0.0016993712     0.99927456
      1.0000000     -1.9971558    0.023894119     0.99927456   0.0016991892     0.99927456
      1.0000000     -1.9971559    0.023892999     0.99927458   0.0016987515     0.99927458
      1.0000000     -1.9971555    0.023896736     0.99927446   0.0016987411     0.99927446
      1.0000000     -1.9971557    0.023893180     0.99927455   0.0016980963     0.99927455
      1.0000000     -1.9971563    0.023886580     0.99927468   0.0016974652     0.99927468
      1.0000000     -1.9971560    0.023887913     0.99927462   0.0016971310     0.99927462
      1.0000000     -1.9971560    0.023887060     0.99927460   0.0016968389     0.99927460
      1.0000000     -1.9971565    0.023881235     0.99927476   0.0016960423     0.99927476
      1.0000000     -1.9971561    0.023884254     0.99927463   0.0016960078     0.99927463
      1.0000000     -1.9971565    0.023878557     0.99927475   0.0016952324     0.99927475
      1.0000000     -1.9971565    0.023875888     0.99927474   0.0016947844     0.99927474
      1.0000000     -1.9971569    0.023868850     0.99927486   0.0016939355     0.99927486
      1.0000000     -1.9971567    0.023866514     0.99927482   0.0016934731     0.99927482
      1.0000000     -1.9971566    0.023866269     0.99927477   0.0016933024     0.99927477
      1.0000000     -1.9971564    0.023866967     0.99927471   0.0016931088     0.99927471
      1.0000000     -1.9971565    0.023868230     0.99927473   0.0016928878     0.99927473
      1.0000000     -1.9971566    0.023863740     0.99927477   0.0016922701     0.99927477
      1.0000000     -1.9971565    0.023862838     0.99927475   0.0016918920     0.99927475
      1.0000000     -1.9971559    0.023867646     0.99927458   0.0016922593     0.99927458
      1.0000000     -1.9971560    0.023864084     0.99927460   0.0016917416     0.99927460
      1.0000000     -1.9971562    0.023862321     0.99927466   0.0016912829     0.99927466
      1.0000000     -1.9971560    0.023861957     0.99927462   0.0016909303     0.99927462
      1.0000000     -1.9971560    0.023860953     0.99927462   0.0016905593     0.99927462
      1.0000000     -1.9971559    0.023860788     0.99927460   0.0016902012     0.99927460
      1.0000000     -1.9971565    0.023854837     0.99927474   0.0016895858     0.99927474
      1.0000000     -1.9971566    0.023853620     0.99927477   0.0016892827     0.99927477
      1.0000000     -1.9971566    0.023852357     0.99927476   0.0016889128     0.99927476
      1.0000000     -1.9971562    0.023854545     0.99927466   0.0016887475     0.99927466
      1.0000000     -1.9971570    0.023845621     0.99927488   0.0016877846     0.99927488
      1.0000000     -1.9971565    0.023848898     0.99927476   0.0016877608     0.99927476
      1.0000000     -1.9971565    0.023845977     0.99927476   0.0016874225     0.99927476
      1.0000000     -1.9971566    0.023844686     0.99927478   0.0016871286     0.99927478
      1.0000000     -1.9971566    0.023843723     0.99927478   0.0016867981     0.99927478
      1.0000000     -1.9971568    0.023840633     0.99927484   0.0016862571     0.99927484
      1.0000000     -1.9971569    0.023839336     0.99927487   0.0016858399     0.99927487
      1.0000000     -1.9971567    0.023839664     0.99927484   0.0016855478     0.99927484
      1.0000000     -1.9971569    0.023838979     0.99927486   0.0016853278     0.99927486
      1.0000000     -1.9971571    0.023836214     0.99927492   0.0016849106     0.99927492
      1.0000000     -1.9971573    0.023834695     0.99927498   0.0016845291     0.99927498
      1.0000000     -1.9971571    0.023835348     0.99927493   0.0016843433     0.99927493
      1.0000000     -1.9971565    0.023839644     0.99927478   0.0016844089     0.99927478
      1.0000000     -1.9971565    0.023839813     0.99927477   0.0016842154     0.99927477
      1.0000000     -1.9971564    0.023838377     0.99927474   0.0016838453     0.99927474
      1.0000000     -1.9971566    0.023836755     0.99927478   0.0016834566     0.99927478
      1.0000000     -1.9971569    0.023832746     0.99927486   0.0016829506     0.99927486
      1.0000000     -1.9971570    0.023831440     0.99927488   0.0016826384     0.99927488
      1.0000000     -1.9971570    0.023829234     0.99927489   0.0016822436     0.99927489
      1.0000000     -1.9971562    0.023833528     0.99927468   0.0016823361     0.99927468
      1.0000000     -1.9971561    0.023834165     0.99927465   0.0016821201     0.99927465
      1.0000000     -1.9971563    0.023832434     0.99927470   0.0016818528     0.99927470
      1.0000000     -1.9971559    0.023834569     0.99927461   0.0016817502     0.99927461
      1.0000000     -1.9971554    0.023839903     0.99927445   0.0016820128     0.99927445
